Row Number,Publisher,Title,Author,Description,URL,Published At
723,Chicago Tribune,DeAngelo Hardy’s ‘silly’ stats draw NFL to North Central College. But Lakes graduate has more immediate goal.,Paul Johnson,DeAngelo Hardy’s performance in North Central College’s NCAA Division III quarterfinal made people wonder. Has anyone ever done that?,https://www.chicagotribune.com/suburbs/naperville-sun/sports/ct-nvs-cfb-ncc-hardy-st-1208-20231207-meomf4mgafanjk3z4mgtzf3ede-story.html,2023-12-07T15:40:47Z
724,Reuters,"More than 1,000 VW workers in Tennessee sign union representation cards -- UAW",David Shepardson,"The United Auto Workers (UAW) union said on Thursday that more than 1,000 factory workers at Volkswagen's <a href=""https://www.reuters.com/markets/companies/VOWG_p.DE"" target=""_blank"">(VOWG_p.DE)</a> Chattanooga, Tennessee, assembly plant have signed union au…",https://www.reuters.com/business/autos-transportation/more-than-1000-vw-workers-tennessee-sign-union-representation-cards-uaw-2023-12-07/,2023-12-07T15:04:13Z
725,Chicago Tribune,"Man dies in car accident overnight on Northwest Side, police say",Deanese Williams-Harris,"A man was pronounced dead after a vehicle accident overnight in the Hermosa neighborhood on the Northwest Side, Chicago police said.",https://www.chicagotribune.com/news/breaking/ct-fatal-accident-hermosa-neighborhood-20231207-7ze6ks7w2vaa7ah73hl2vrhoum-story.html,2023-12-07T14:43:28Z
726,Chicago Tribune,"Driver of SUV fatally strikes pedestrian overnight in River North neighborhood, police said",Deanese Williams-Harris,"About 12:30 a.m., police responded to an auto accident in the 300 block of North State Street and found a white SUV jumped the curb after the driver lost control fatally striking a 56-year-old woman on the sidewalk, officers said.",https://www.chicagotribune.com/news/breaking/ct-fatal-accident-near-north-side-20231207-tnc2tnzfrzf6bp3rw6qm5zalai-story.html,2023-12-07T14:13:50Z
727,Chicago Tribune,Steve Reaven’s boys basketball rankings and player of the week for Lake County,Steve Reaven,"Jaxson Davis and Immanuel Brown help Warren jump to No. 1 as Grayslake Central, Vernon Hills and Libertyville enter the rankings.",https://www.chicagotribune.com/suburbs/lake-county-news-sun/sports/ct-lns-bbk-rankings-st-1208-20231207-gwfzjomj6fhf5cnhgbxp2rpcge-story.html,2023-12-07T14:10:06Z
728,Chicago Tribune,"Caitlin Clark’s 35 points move her past 3,000 overall in her career in Iowa’s 67-58 win over Iowa State",Andrew Logue,"Caitlin Clark scored 35 points and moved past 3,000 overall, but it was her passing that helped fourth-ranked Iowa pull away from rival Iowa State and secure a 67-58 victory Wednesday night.",https://www.chicagotribune.com/sports/college/ct-caitlin-clark-iowa-20231207-orqk5brt3vfqrdvzrdudsu2jwq-story.html,2023-12-07T14:08:24Z
729,Chicago Tribune,Ex-Buildings commissioner back on stand as prosecutors inch toward close of their case against former Ald. Ed Burke,"Jason Meisner, Ray Long, Megan Crepeau",Federal prosecutors are inching closer to wrapping up their case in the corruption trial of ex-Ald. Ed Burke as testimony shifts back to an alleged extortion scheme involving a liquor store pole sign in Portage Park,https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-day-17-20231207-tfdnxcdxezfx5dnfv4rw3x2l3m-story.html,2023-12-07T14:02:42Z
730,Chicago Tribune,Ex-Buildings commissioner back on stand as prosecutors inch toward close of their case against former Ald. Ed Burke,"Jason Meisner, Ray Long, Megan Crepeau",Federal prosecutors are inching closer to wrapping up their case in the corruption trial of ex-Ald. Ed Burke as testimony shifts back to an alleged extortion scheme involving a liquor store pole sign in Portage Park,https://www.chicagotribune.com/news/criminal-justice/ct-ald-ed-burke-corruption-trial-day-17-20231207-tfdnxcdxezfx5dnfv4rw3x2l3m-story.html,2023-12-07T14:02:42Z
731,Reuters,Boeing closing in on Thai deal for 80 Dreamliners - sources,Reuters,"Boeing <a href=""https://www.reuters.com/markets/companies/BA.N"" target=""_blank"">(BA.N)</a> is in advanced talks to sell around 80 wide-body 787 Dreamliner jets to Thai Airways <a href=""https://www.reuters.com/markets/companies/THAI.BK"" target=""_blank"">(THAI.B…",https://www.reuters.com/business/aerospace-defense/boeing-closing-thai-deal-80-dreamliners-sources-2023-12-07/,2023-12-07T13:51:24Z
732,Chicago Tribune,"Man fatally wounded overnight in West Loop neighborhood, cops say",Deanese Williams-Harris,"Shortly before 1 a.m., police responded to a person shot in the 100 block of North Clinton Street and found a man wounded in the 500 block of West Lake Street.",https://www.chicagotribune.com/news/breaking/ct-chicago-shooting-violence-20231207-4ts6g76iqbgs7g3jnqeunifo4a-story.html,2023-12-07T13:50:09Z
733,Chicago Tribune,"Review: ‘Boop! The Musical’ opens in Chicago with a new Broadway star, far from a cartoon",Chris Jones,"The relatively unknown Jasmine Amy Rogers turns in an astonishing performance at the heart of “Boop! the Musical” in its pre-Broadway debut, directed by Jerry Mitchell.",https://www.chicagotribune.com/entertainment/theater/reviews/ct-ent-boop-musical-chicago-review-20231207-il5ulvagu5awzhoi3t4nx7z5gy-story.html,2023-12-07T13:37:56Z
734,Chicago Tribune,"Photos: Bears employees participate in My Cause, My Cleats",Eileen Meslar,"Photos of Chicago Bears employees opening and lacing up their new shoes — customized in partnership with Sneakerhead University as part of the NFL's My Cause, My Cleats campaign — on Wednesday, Dec. 6, 2023, at Halas Hall in Lake Forest.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-my-cause-my-cleats-photos-20231208-enucix6tdjdormrdb3th6mygk4-photogallery.html,2023-12-07T13:17:34Z
735,Chicago Tribune,"Photos: Bears employees participate in My Cause, My Cleats",Eileen Meslar,"Photos of Chicago Bears employees opening and lacing up their new shoes — customized in partnership with Sneakerhead University as part of the NFL's My Cause, My Cleats campaign — on Wednesday, Dec. 6, 2023, at Halas Hall in Lake Forest.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-my-cause-my-cleats-photos-20231208-enucix6tdjdormrdb3th6mygk4-photogallery.html,2023-12-07T13:17:34Z
736,Chicago Tribune,TJ Hillman is ‘like a little battery’ for Naperville Central. Insert sophomore in lineup and get energy.,Matt Le Cren,"TJ Hillman has started the past three games for Naperville Central, providing a spark for a team that has just two returning starters.",https://www.chicagotribune.com/suburbs/naperville-sun/sports/ct-nvs-bbk-tj-hillman-st-1208-20231207-yzzhguozxzdfroatmsiie6wewa-story.html,2023-12-07T13:09:23Z
737,The Wall Street Journal,Actors Recorded Videos for 'Vladimir.' It Turned Into Russian Propaganda...,"Robert McMillan, Dustin Volz","Actors Recorded Videos for 'Vladimir.' It Turned Into Russian Propaganda...

 
 
 
 (Second column, 17th story, link)

 

 

 
 Related stories:Senate fails to advance Ukraine, Israel aid bill; Republicans demand immigration limits...
BIDEN: Do not let P…",https://www.wsj.com/tech/actors-recorded-videos-for-vladimir-it-turned-into-russian-propaganda-7ff2ce8e,2023-12-07T12:58:37Z
738,The Wall Street Journal,State Where Unemployment Rising Fastest Having Trouble Filling Jobs...,Gabriel T. Rubin,"New Jersey joblessness is climbing as employers cut white-collar jobs but can’t find enough nurses, drivers and others with certain skills",https://www.wsj.com/economy/jobs/the-state-where-unemployment-is-rising-the-fastest-is-having-trouble-filling-jobs-f645cbf7,2023-12-07T12:58:37Z
739,Chicago Tribune,Daywatch: How to speed up replacement of toxic lead pipes,Chicago Tribune staff,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",https://www.chicagotribune.com/news/ct-aud-cb-daywatch-newsletter--20231207-372rtdxhnvhnfntbu5bnfpc6om-story.html,2023-12-07T12:30:15Z
740,Chicago Tribune,DJ Moore is having one of the best receiving seasons in Chicago Bears history. 12 key numbers for Sunday’s game against the Detroit Lions.,Dan Wiederer,"DJ Moore last week became the 13th player and 12th receiver in Chicago Bears history to reach the 1,000-yard milestone for a season. Could Moore threaten Brandon Marshall's single-season franchise record?",https://www.chicagotribune.com/sports/bears/ct-cb-chicago-bears-justin-fields-detroit-lions-20231207-vp4vmmwajnfo5ms3koopvexxwq-story.html,2023-12-07T12:00:00Z
741,Chicago Tribune,3 things we learned about Connor Bedard from Chicago Blackhawks veterans: “He knows better with some of the stuff”,Phil Thompson,Blackhawks veterans point out the good and bad of Connor Bedard’s recent games: “It's magnified because everyone’s eyes are on him.”,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-connor-bedard-20231207-ohxqp3p32ngs7cooyidftg4r24-story.html,2023-12-07T12:00:00Z
742,Chicago Tribune,"Column: What we learned at a sleepy winter meetings, including the White Sox seeking an (eventual) new home and Christopher Morel’s value",Paul Sullivan,"Nothing much happened at the MLB winter meetings, and a ton of media had to have something to write and talk about after spending money to attend baseball’s traditional offseason infomercial.",https://www.chicagotribune.com/sports/ct-chicago-white-sox-cubs-winter-meetings-20231207-6i6eus6vqvhyraoyeemmtpqzsi-story.html,2023-12-07T12:00:00Z
743,Chicago Tribune,‘Mr. Monk’s Last Case’ review: Can germaphobe Adrian Monk function in a COVID world?,Nina Metz,Tony Shalhoub returns as the obsessive-compulsive crime solver he played on the USA series “Monk” for a one-off TV movie.,https://www.chicagotribune.com/entertainment/what-to-watch/ct-ent-review-mr-monk-tv-movie-peacock-20231207-h7yujqetprgkfm6zjo4jpaylkq-story.html,2023-12-07T11:30:00Z
744,Chicago Tribune,Letters: Response to Oct. 7 by Netanyahu and his right-wing government has been grossly disproportionate,Chicago Tribune,One can support Israel but at the same time be horrified at the gross disproportionality of Prime Minister Benjamin Netanyahu’s right-wing government’s response.,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-120723-20231207-d25hzwqqcbds3lwqutqorj2toy-story.html,2023-12-07T11:00:00Z
745,Chicago Tribune,Abraham Scarr: Don’t let ComEd have its profit-rich cake and eat it too,Abraham Scarr,"Under the proposal given to the Illinois Commerce Commission, ComEd’s profits would increase to $1.2 billion by 2027.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-comed-rate-increase-regulation-bribery-scandal-20231207-uw4g6caqf5ejrdxip4mg2dgn4i-story.html,2023-12-07T11:00:00Z
746,Chicago Tribune,Clarence Page: ‘Person of the Year’? How about George Santos.,Clarence Page,"With all proper respect for Taylor Swift, my nomination for Time's Person of the Year in this bizarre political season is George Santos.",https://www.chicagotribune.com/columns/clarence-page/ct-column-george-santos-taylor-swift-kitera-rivache-page-20231207-s3unuppao5d6zbvclx4ygwam2q-story.html,2023-12-07T11:00:00Z
747,Chicago Tribune,Steve Chapman: A reelected Trump could make himself president for life,Steve Chapman,"Should Donald Trump win this time, his confederates will have four years to implement a plan to keep the presidency for as long as he wants.",https://www.chicagotribune.com/opinion/commentary/ct-column-donald-trump-presidency-insurrection-act-chapman-20231207-mxvpo7kalfbolctx3jexw7v6ke-story.html,2023-12-07T11:00:00Z
748,Chicago Tribune,Ask Amy: Why is friendship undervalued?,Amy Dickinson,"Dear Amy: Friends and family members have suggested that I'm crazy not to date him, but I just don't see him that way.",https://www.chicagotribune.com/advice/ask-amy-dickinson-friendship-dating-20231207-bjhcy24o5ngl5mvscuwx5yfr24-story.html,2023-12-07T09:30:00Z
749,Reuters,"Exclusive: Moldova volunteers to run COP29 climate summit, Serbia also mulls bid -sources",Alexander Cornwell,"Moldova has put itself forward as a candidate for the presidency of next year's <a href=""https://www.reuters.com/sustainability/cop/"">U.N. climate summit</a> and Serbia is also considering throwing its hat in the ring, according to people familiar with the ma…",https://www.reuters.com/business/environment/moldova-volunteers-run-cop29-climate-summit-serbia-also-mulls-bid-sources-2023-12-07/,2023-12-07T09:23:22Z
750,Reuters,Paris to plant first 'urban forest' on busy roundabout in drive to build a garden city,Reuters,"Paris will plant its first ""urban forest"" on a busy roundabout as part of a plan to turn the French capital into a garden city.",https://www.reuters.com/business/environment/paris-plant-first-urban-forest-busy-roundabout-drive-build-garden-city-2023-12-06/,2023-12-07T06:55:56Z
751,Chicago Tribune,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",From Staff Reports,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-local-scores-st-1208-20231207-xhw2bfcaxfc7tcu3yo6z5qqd2q-story.html,2023-12-07T06:05:50Z
752,Chicago Tribune,Juan Soto traded to New York Yankees from San Diego Padres in 7-player blockbuster,Ronald Blum and Bernie Wilson,The New York Yankees have acquired All-Star slugger Juan Soto in a blockbuster trade with the cost-cutting San Diego Padres.,https://www.chicagotribune.com/sports/breaking/ct-padres-yankees-trade-20231207-7solmcbg2bet7hkfv5p2wn5l5y-story.html,2023-12-07T05:11:56Z
753,Chicago Tribune,Chicago Bulls’ Zach LaVine to miss 3-4 more weeks with right foot soreness,Julia Poe,Zach LaVine likely won’t play for the Chicago Bulls again until 2024 due to a foot injury.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-zach-lavine-injury-update-20231207-nrjp4qza35h4xj4fhkujei6n2e-story.html,2023-12-07T04:59:09Z
754,Chicago Tribune,"Photos: Chicago Bulls 111, Charlotte Hornets 100",Trent Sprague,"Photos from the Chicago Bulls' 111-100 victory against the Charlotte Hornets in the consolation bracket of the NBA In-Season Tournament on Wednesday, Dec. 6, 2023, at the United Center.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-charlotte-hornets-photos-20231207-k3gebro7a5cg7bads63og24uf4-photogallery.html,2023-12-07T04:16:15Z
755,Chicago Tribune,Surprise. The turning point for Marist’s Conor Phelan comes on state’s biggest stage. ‘I wrestle because I love it.’,Patrick McGavin,"Marist's Conor Phelan destroyed the bracket at 190 pounds Saturday in the McLaughlin Classic at Joliet Central, recording five wins by fall.",https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-wre-notes-st-1208-20231207-gzelfyx5gbbunc52qqjq6hx2ye-story.html,2023-12-07T02:24:22Z
756,Chicago Tribune,Chicago hears from Cincinnati and Newark officials on how to speed up replacement of toxic lead pipes,Michael Hawthorne,"There are an estimated 409,000 lead service lines in Chicago — more than in any other U.S. city. So far the city has replaced 4,255.",https://www.chicagotribune.com/news/environment/ct-toxic-lead-pipes-chicago-20231207-ncqpmzcdm5c6vpa6ebifhol6pm-story.html,2023-12-07T01:36:26Z
757,Chicago Tribune,Gracen and Olivia Gehrke keep the family tradition going at Lincoln-Way Central. ‘We live within walking distance.’,Gregg Voss,"Gracen and Olivia Gehrke, who are cousins, have the Lincoln-Way Central girls basketball team off to an undefeated start to the season.",https://www.chicagotribune.com/suburbs/daily-southtown/sports/ct-sta-gbk-lwc-gehrke-st-1208-20231207-7doh2imuufgfbpsbrv24r3h4fm-story.html,2023-12-07T01:20:31Z
758,Chicago Tribune,Chicago Cubs aren’t taking a star-or-bust approach: ‘Winning the offseason is probably more a curse than blessing’,Meghan Montemurro,"The Chicago Cubs can take a variety of paths to building their 2024 roster, even if they don't land a star player this offseason.",https://www.chicagotribune.com/sports/cubs/ct-chicago-cubs-shohei-ohtani-jed-hoyer-20231207-svpd2mkupjgipkrp5tgui2l3xq-story.html,2023-12-07T01:15:37Z
759,Chicago Tribune,"Report: Bears mulling Soldier Field parking area as new stadium site. Meanwhile, talks resume with schools over Arlington Heights location.",Robert McCoppin,"The area once was considered for the Lucas Museum, where ""Star Wars"" creator George Lucas planned to house his significant art and movie memorabilia collection.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-soldier-field-arlington-heights-20231207-7me6f5pl6vab7gcxxkm73msqua-story.html,2023-12-07T00:00:35Z
760,Reuters,Ford says unlikely Mustang Mach-E EV will qualify for federal tax credits in January,David Shepardson,"Ford Motor <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a> said on Wednesday it is unlikely Mustang Mach-E electric vehicles currently in dealer showrooms will qualify for federal tax credits beginning in January.",https://www.reuters.com/business/autos-transportation/ford-says-it-unlikely-mustang-mach-e-ev-will-qualify-federal-tax-credits-january-2023-12-06/,2023-12-06T23:52:03Z
761,Chicago Tribune,"Justin Fields on his future with the Chicago Bears: ‘I’m just focused on what I can control, and the rest is in God’s hands’",Colleen Kane,Chicago Bears quarterback Justin Fields on Wednesday addressed the chatter about the team potentially drafting Caleb Williams or Drake Maye next year.,https://www.chicagotribune.com/sports/bears/ct-chicago-bears-justin-fields-future-20231206-jpmzadmscfbqncwmfjxuu3hgju-story.html,2023-12-06T23:33:04Z
762,Chicago Tribune,Bally’s Chicago revenues flat for November at $7.6 million,Robert Channick,"Bally’s Chicago hosted 86,459 visitors during November, up more than 3,000 from the previous month.",https://www.chicagotribune.com/business/ct-biz-ballys-chicago-casino-revenues-november-20231206-gvfhew3ujngvznutm5jh44bqpi-story.html,2023-12-06T23:30:13Z
763,Chicago Tribune,"Kennedy Expressway lanes to reopen, as first year of construction project ends",Sarah Freishtat,"The reopening marks the end of the first year of a three-year, $150 million rehab of the highway from the I-94 split south to downtown.",https://www.chicagotribune.com/business/ct-biz-kennedy-construction-year-one-ending-20231206-eytdpffkkfg6rlzj5bfgrd6bnu-story.html,2023-12-06T23:15:03Z
764,The Wall Street Journal,"Bond Yields Tumble, Stocks Retreat",Gunjan Banerji,U.S. indexes turn lower to close Wednesday’s session,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-12-06-2023-f28aebd3,2023-12-06T23:09:02Z
765,The Wall Street Journal,UPDATE: MCDONALD's Launching Alien-Inspired Beverage Restaurant...,wsj,"Beverage-focused, multiple drive-through concept aims to compete with Starbucks, other takeaway drinks chains",https://www.wsj.com/business/hospitality/searching-for-cosmcs-investors-consumers-look-for-details-on-new-mcdonalds-brand-88969399,2023-12-06T23:00:05Z
766,Chicago Tribune,Advisory council created to ensure diversity in businesses participating in next year’s Democratic National Convention,Rick Pearson,"The host committee for the 2024 Democratic National Convention in Chicago has created an advisory council to ensure participating businesses represent racial, ethnic and gender diversity.",https://www.chicagotribune.com/politics/ct-dnc-chicago-2024-diversity-vendor-panel-20231206-wcvjjq5zrzb2hpsak2ua5xzkye-story.html,2023-12-06T22:57:51Z
767,Chicago Tribune,McDonald’s will open first CosMc’s spinoff in suburban Bolingbrook this week,Talia Soglin,"CosMc’s, named after a McDonald’s character from the 1980s whom CEO Chris Kempczinski described as “part alien, part surfer, part robot,” will be a 10-store small-format pilot concept focused around specialty beverages and coffees.",https://www.chicagotribune.com/business/ct-biz-mcdonalds-cosmcs-bolingbrook-20231206-fkize2wyorfxnlsnkcrdshbrwi-story.html,2023-12-06T22:16:27Z
768,The Wall Street Journal,McKinsey Shrinks New Partner Class by Roughly 35%,Chip Cutter,"Consulting giant recently told employees that about 250 people would become partners, down from around 380 a year ago",https://www.wsj.com/business/mckinsey-cuts-new-partner-class-by-roughly-35-8ed19c78,2023-12-06T21:40:28Z
769,Chicago Tribune,"Dolton trustees at odds with Mayor Tiffany Henyard hold special meeting to approve bills and tax levy, but defer action on budget",Mike Nolan,"Dolton trustees at odds with Mayor Tiffany Henyard meet to approve bills, set a property tax levy and talk about a village divided.",https://www.chicagotribune.com/suburbs/daily-southtown/ct-sta-dolton-special-board-meeting-st-1207-20231206-jqtg6j7ptjhqjpyqdhb7xkaute-story.html,2023-12-06T21:28:24Z
770,Chicago Tribune,FAA is investigating after 2 regional aircraft clip wings at Chicago’s O’Hare International Airport,Chicago Tribune,"Two regional aircraft clipped wings Tuesday at Chicago’s O’Hare International Airport and the Federal Aviation Administration is investigating, officials said.",https://www.chicagotribune.com/business/transportation/ct-biz-ohare-airport-clipped-wings-20231206-vuflmqxnrzdb5obmxjmuu4tkd4-story.html,2023-12-06T21:26:23Z
771,Chicago Tribune,"Chicago White Sox confirm meeting between Chairman Jerry Reinsdorf and mayor of Nashville, Tenn.",LaMond Pope,"The Chicago White Sox confirmed Chairman Jerry Reinsdorf met with Nashville's mayor, but they are not disclosing the topics discussed.",https://www.chicagotribune.com/sports/white-sox/ct-chicago-white-sox-jerry-reinsdorf-nashville-mayor-20231206-7c3sk6eaxnb2rfekoyzuol3zz4-story.html,2023-12-06T21:20:53Z
772,Chicago Tribune,Terry Savage: Securing the future for a child with disabilities,Terry Savage,Financial challenges persist and worries increase as a child with special needs moves past the high school years into adulthood. One expert financial planner built a system to guide families through these issues.,https://www.chicagotribune.com/business/success/ct-terry-savage-securing-future-for-child-with-disabilities-20231206-a3as6aenmvamtkvvdfxeaywyla-story.html,2023-12-06T21:14:17Z
773,Chicago Tribune,Elgin cop charged with five counts of child porn possession by Illinois Attorney General’s Office,Courier-News Staff,An Elgin police officer has been arrested on five counts of felony child pornography posession under charges filed Wednesday by the Illinois Attorney General’s Office.,https://www.chicagotribune.com/suburbs/elgin-courier-news/ct-ecn-elgin-cop-charged-child-porn-st-1208-20231206-ni45grdjtnhplcqiifaornpmxq-story.html,2023-12-06T20:56:12Z
774,Chicago Tribune,Editorial: University presidents proved spectacularly inept on Capitol Hill. Resignations should follow.,The Editorial Board,Weak showing by university presidents in Washington.,https://www.chicagotribune.com/opinion/editorials/ct-editorial-stefanik-gay-penn-presidents-congress-universities-antisemitism-20231206-mdrylzxmlvhchifq4jdzvn3wli-story.html,2023-12-06T20:50:13Z
775,The Wall Street Journal,"AMD Rolls Out New Chips, Aiming for Nvidia’s AI Crown",Asa Fitch,Advanced Micro Devices is challenging Nvidia’s dominance in artificial-intelligence computing,https://www.wsj.com/tech/ai/amd-artificial-intelligence-chips-f89e43c5,2023-12-06T20:34:00Z
776,Chicago Tribune,"Lake County mental health providers battling staffing shortages linked to low wages, large caseloads and burnout",Chloe Hilles,"Low wages, large caseloads and burnout are causing more mental health providers to leave the industry or go to private practice, said clinic directors, mental health professionals and advocates.",https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-mental-health-provider-shortage-1206-20231206-ctnetnk5mzbkpdckyty43owagy-story.html,2023-12-06T20:11:56Z
777,Chicago Tribune,"Patrick Kane, the former Chicago Blackhawks star, is set to make his Detroit Red Wings debut Thursday",Associated Press staff,Coach Derek Lalonde says he expects Patrick Kane to make his Detroit Red Wings debut Thursday against the San Jose Sharks. The former Chicago Blackhawks star had his right hip surgically repaired six months ago.,https://www.chicagotribune.com/sports/blackhawks/ct-patrick-kane-detroit-red-wings-debut-20231206-ovjtuewbrjfgrnjza6stddhzrm-story.html,2023-12-06T20:04:39Z
778,Reuters,"Citigroup reorganization to be completed in first quarter, cost $1 billion",Tatiana Bautzer,"Citigroup <a href=""https://www.reuters.com/markets/companies/C.N"" target=""_blank"">(C.N)</a> Chief Financial Officer Mark Mason said on Wednesday the bank's largest reorganization in decades will cost about $1 billion for charges related to restructuring and s…",https://www.reuters.com/business/finance/citis-2023-revenue-expected-be-lower-end-forecast-cfo-says-2023-12-06/,2023-12-06T20:03:31Z
779,Chicago Tribune,Afternoon Briefing: Burger King testimony nearly complete in ex-Ald. Ed Burke trial,Chicago Tribune staff,"Good afternoon, Chicago. Here's what is happening today.",https://www.chicagotribune.com/news/ct-aud-cb-afternoon-briefing-newsletter-dec6-20231206-zmuvhs6pxrcuxklodrd5fyhdgu-story.html,2023-12-06T20:01:24Z
780,Chicago Tribune,Chicago-based credit giant TransUnion laying off 339 employees,Robert Channick,The move is part of a broader cost savings initiative as the credit reporting firm sees higher interest rates and inflation weaken demand for mortgages and other loans.,https://www.chicagotribune.com/business/ct-biz-transunion-layoffs-chicago-20231206-dkaxman53faqdmfb7gvekxxhga-story.html,2023-12-06T19:53:13Z
781,The Wall Street Journal,Israel: Killed Half of Hamas's Battalion Commanders...,Rory Jones,"Israel: Killed Half of Hamas's Battalion Commanders...

 
 
 
 (First column, 14th story, link)

 

 

 
 Related stories:Both male and female hostages sexually assaulted in captivity...
IDF floods tunnels...
Israel raises threat level against travel to…",https://www.wsj.com/world/middle-east/israel-says-it-has-killed-half-of-hamass-battalion-commanders-34a1c058,2023-12-06T19:52:37Z
782,The Wall Street Journal,Fake Pro-Trump Electors in Wisconsin Admit Effort to ‘Improperly Overturn’ 2020 Vote,Jan Wolfe,Settlement is first by unauthorized electors to formally withdraw filings sent to Congress purporting that Trump won,https://www.wsj.com/us-news/law/fake-pro-trump-electors-in-wisconsin-admit-effort-to-improperly-overturn-2020-vote-25839271,2023-12-06T19:44:03Z
783,Chicago Tribune,"Cook County state’s attorney’s office replaces head of unit that reviews possible wrongful convictions, rebrands effort",Madeline Buckley,"The Cook County State’s Attorney’s Office has replaced the prosecutor heading its unit that reviews potential wrongful convictions and has rebranded the effort, the office announced Wednesday",https://www.chicagotribune.com/news/criminal-justice/ct-states-attorneys-office-conviction-integrity-unit-20231206-fr6voidn6vhzbmsx26pvphygje-story.html,2023-12-06T18:59:19Z
784,Chicago Tribune,Photos: Salesforce Tower opens in downtown Chicago,,"Salesforce celebrated the grand opening of its 57-story, 1.2 million-square-foot Chicago tower on Dec. 5, 2023, a bold new addition to the city’s skyline rising up amid a slumping office market. <br>
<br>
Located along the Chicago River at the Wolf Point site…",https://www.chicagotribune.com/visuals/ct-viz-salesforce-tower-opens-photos-20231206-hamodieo75gajl5xvvak7pgcje-photogallery.html,2023-12-06T18:35:19Z
785,Chicago Tribune,"Swift Mansion fire was arson, CPD says",Sam Charles,"Chicago police arson detectives continue to investigate a weekend fire at the Swift Mansion in Bronzeville, an historic 131-year-old building whose owners allegedly moved to evict nine residents in the weeks leading up to the blaze.",https://www.chicagotribune.com/news/criminal-justice/ct-swift-mansion-arson-20231206-wokb33i2evcg3ekobtjjz23fyy-story.html,2023-12-06T18:31:58Z
786,Chicago Tribune,"5 takeaways from the Chicago Blackhawks’ 4-3 shootout loss, including another big night for Nick Foligno’s line",Phil Thompson,The Chicago Blackhawks lost another early lead and let the Nashville Predators rebound — literally.,https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-nashville-predators-20231206-ktanudadwncgvma5nlrut6v5wy-story.html,2023-12-06T18:13:58Z
787,Chicago Tribune,The Chicago Bulls suddenly are playing with pace. How did that happen? Can they keep it up when Zach LaVine returns?,Julia Poe,The Chicago Bulls improved the pace of play in their last two wins. Can they keep this up when Zach LaVine returns?,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-offense-pace-zach-lavine-20231206-mjervq4chzgklowncskrumdlny-story.html,2023-12-06T18:00:00Z
788,Reuters,"Who is pledging climate finance at COP28, and how much?",Reuters,"At this year's <a href=""https://www.reuters.com/sustainability/cop/"">U.N. climate summit</a>, countries, development institutions and businesses are pledging more money for everything from the energy transition to health care initiatives, technology investmen…",https://www.reuters.com/business/environment/who-is-pledging-climate-finance-cop28-how-much-2023-12-06/,2023-12-06T17:58:58Z
789,Chicago Tribune,"Gabriel Gonzales gets a charge, or even two, as West Aurora snaps Oswego East win streak. ‘Taking it step by step.’",Rick Armstrong,Gabriel Gonzales stepped up in a big way as West Aurora snapped Oswego East’s 34-game Southwest Prairie Conference winning streak.,https://www.chicagotribune.com/suburbs/aurora-beacon-news/sports/ct-abn-bbk-ose-waur-st-1207-20231206-mntqspvyavg4vcxlfhcpg3d5zq-story.html,2023-12-06T17:53:54Z
790,Chicago Tribune,Column: The complicated legacy of Norman Lear and ‘Good Times’,Nina Metz,"Both the cast of ""Good Times"" and the show's co-creator Eric Monte pushed back on the show's depiction of Black people.",https://www.chicagotribune.com/entertainment/what-to-watch/ct-ent-norman-lear-death-good-times-20231206-az6qql37xfasxm7v2lmyz4ht3i-story.html,2023-12-06T17:30:08Z
791,Reuters,"McDonald's plans to add about 10,000 new stores by 2027, double loyalty program sales",Deborah Sophia,"McDonald's <a href=""https://www.reuters.com/markets/companies/MCD.N"" target=""_blank"">(MCD.N)</a> is planning to open about 10,000 restaurants globally by 2027, in what could be the fast-food giant's fastest period of growth in its history, it said on Wednesda…",https://www.reuters.com/business/retail-consumer/mcdonalds-plans-add-about-10000-new-stores-by-2027-double-loyalty-program-sales-2023-12-06/,2023-12-06T16:53:53Z
