Row Number,Publisher,Title,Author,Description,URL,Published At
792,Chicago Tribune,Cotton Bowl: Devin Brown will be 1st Ohio State QB to make his 1st career start in a bowl game,Stephen Hawkins,Devin Brown is about to become the first Ohio State quarterback to make his first career start in a bowl game.,https://www.chicagotribune.com/sports/college/ct-cotton-bowl-ohio-state-missouri-20231229-yxe75lfgc5g4fgm2ecewrcndpq-story.html,2023-12-29T12:00:00Z
793,Chicago Tribune,Mayo Clinic Q&A: Diabetes and your eyes,Mayo Foundation for Medical Education and Research,"When diabetic retinopathy develops, eye damage can occur before symptoms develop.",https://www.chicagotribune.com/people/health/ct-mayo-clinic-qa-diabetes-and-eyes-20231229-yiwz57ksbja2nf7z7zvtdb4h3q-story.html,2023-12-29T12:00:00Z
794,Chicago Tribune,Column: How does this Chicago Bears run defense match up with dominant teams of the past? The numbers don’t lie.,Brad Biggs,"There is a link between the 2023 Chicago Bears and past teams, including the division champions in 2018 and 2001 and even the Super Bowl XX champions of 1985.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-run-defense-20231229-zcy2pz4hqzb4bdvdhgz25mxliu-story.html,2023-12-29T12:00:00Z
795,Chicago Tribune,Sun Bowl: Player exodus leaves No. 15 Notre Dame and No. 21 Oregon State filling holes before Friday’s game,Chicago Tribune,The Sun Bowl matching No. 15 Notre Dame and 21st-ranked Oregon State is more about who isn’t playing than who is.,https://www.chicagotribune.com/sports/college/ct-sun-bowl-notre-dame-oregon-state-20231229-x2jxkjulszhfta6hgwnytrke2y-story.html,2023-12-29T12:00:00Z
796,Chicago Tribune,"‘Occupied City’ review: Mapping the Holocaust, street by street",Manohla Dargis,"Early in Steve McQueen’s extraordinary documentary, the film cuts to the interior of the elegant main hall in Amsterdam’s grand Royal Concertgebouw.",https://www.chicagotribune.com/entertainment/movies/ct-mov-occupied-city-movie-review-20231229-ugjbxxmuszb33bcykcgzfud7ui-story.html,2023-12-29T11:30:00Z
797,Chicago Tribune,Opinion series: 2023 in review,Chicago Tribune,The Tribune opinion section reflects on the events and debates that shaped 2023.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-2023-in-review-20231229-f2aekh3cvnh4zktz64kgtpfnya-story.html,2023-12-29T11:15:00Z
798,Chicago Tribune,Illinois may be up to bat next to build first Great Lakes wind farm after Cleveland drops project,Nara Schoenberg,An Illinois bill proposes a wind farm that would be larger than Icebreaker and could benefit from strong state support for clean energy.,https://www.chicagotribune.com/news/environment/ct-great-lakes-offshore-wind-1221-20231229-hp43743vdfdp5mt2mpikh6gggm-story.html,2023-12-29T11:00:00Z
799,Chicago Tribune,Letters: Israeli Prime Minister Benjamin Netanyahu has to go,Chicago Tribune,Israelis need to find a way to get rid of Prime Minister Benjamin Netanyahu.,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-122923-20231229-yctqgsjixbcdpkmzeu7ga5fzfq-story.html,2023-12-29T11:00:00Z
800,Chicago Tribune,2023 in review: World events as told through Tribune editorials,The Editorial Board,Here is a look back at what the Tribune Editorial Board had to say about world events in 2023.,https://www.chicagotribune.com/opinion/editorials/ct-editorial-2023-in-review-world-events-20231229-ebhoo5m645hwbnivkojzppqmo4-story.html,2023-12-29T11:00:00Z
801,Chicago Tribune,"New laws for 2024: Minimum wage hike, indoor vape ban and don’t worry about that thing dangling from your rearview mirror","Jeremy Gorner, Dan Petrella","The new laws will affect everything from education and criminal justice to employee benefits and indoor vaping,",https://www.chicagotribune.com/politics/ct-illinois-new-laws-2024-20231229-fqxzoyzwkndvbnlsnqpsdlga2u-story.html,2023-12-29T11:00:00Z
802,Chicago Tribune,2023 in review: A look back at the CTA and public transportation through Tribune op-eds,Chicago Tribune staff,Here is a look back at this year’s transportation-related op-eds in excerpts.,https://www.chicagotribune.com/opinion/commentary/ct-opinion-year-in-review-op-eds-cta-metra-chicago-public-transit-20231229-jz6mqwjhsjbwpbnphekzmmrxoa-story.html,2023-12-29T11:00:00Z
803,Chicago Tribune,Purses are more than just accessories when they’re filled with necessities. That’s why Maria Castro created Love Purse.,Darcel Rockett,"The program collects handbags, fills them with toiletries and a note of inspiration, and donates them to shelters and safe havens for women in need.",https://www.chicagotribune.com/people/ct-love-purses-maria-castro-1221-20231229-wpmfakpuvjg3rdoajckcpdgfwi-story.html,2023-12-29T11:00:00Z
804,Chicago Tribune,"Rate of violent crime on CTA trains was down in 2023, but still higher than pre-pandemic levels",Sarah Freishtat,"The rate of violent crime on CTA trains continued to drop in 2023, but still remained above levels seen in the years before the pandemic.",https://www.chicagotribune.com/business/transportation/ct-biz-cta-l-rail-crime-roosevelt-jackson-grand-20231229-a6c3lchzzvczlp26jzzx2wqbla-story.html,2023-12-29T11:00:00Z
805,Chicago Tribune,10 things to do around Chicago this weekend: Free New Year’s Eve fireworks and the return of Ramova Theatre,Chicago Tribune staff,"There's lots to do as 2023 comes to a close, from fireworks displays to theater shows.",https://www.chicagotribune.com/entertainment/ct-ent-what-to-do-chicago-dec30-20231229-5zcdven6nrcfhe5zsk7sdc4sca-story.html,2023-12-29T11:00:00Z
806,Chicago Tribune,Ask the Pediatrician: How do you help a baby sleep?,"Rachel Y. Moon, MD, FAAP","Virtually every day, pediatricians hear questions from parents worried their children aren’t sleeping well.",https://www.chicagotribune.com/people/parenting/help-baby-sleep-20231229-56smlricjngozatdk3tbrayywe-story.html,2023-12-29T10:00:00Z
807,Chicago Tribune,Ask Amy: A childfree woman struggles with friendship,Amy Dickinson,"Dear Amy: I love my friends’ kids, but I’m both exhausted from maintaining those friendships and deeply unsatisfied with their quality.",https://www.chicagotribune.com/advice/ask-amy-dickinson-20231229-3styonixezd2zbxa7upzavdyze-story.html,2023-12-29T09:30:00Z
808,Chicago Tribune,"5 takeaways from a 120-104 Bulls loss to the Pacers, including Dalen Terry leading a comeback and Tyrese Haliburton’s 20/20",Julia Poe,The Chicago Bulls erased a 25-point deficit but couldn't hold the lead for more than seven seconds in the loss.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-indiana-pacers-takeaways-20231229-lzo5ud7tkrfellu54litdb3yim-story.html,2023-12-29T05:47:45Z
809,Chicago Tribune,"Photos: Indiana Pacers 120, Chicago Bulls 104",,"Photos from the game between the Indiana Pacers and the Chicago Bulls at the United Center on Thursday, Dec. 28, 2023.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-indiana-pacers-20231229-dvnd4b2dxbatjjfhndcbwmid3i-photogallery.html,2023-12-29T03:57:59Z
810,Chicago Tribune,"Celtics send Detroit to NBA record-tying 28th straight loss, beating Pistons 128-122 in OT",Jimmy Golen,"Hoping to avoid a 28th straight loss that would match the longest losing streak in NBA history, the Detroit Pistons forced overtime against the league-best Celtics before Boston recovered to win 128-122.",https://www.chicagotribune.com/sports/breaking/ct-detroit-pistons-losing-skid-20231229-3rjusze7pjdqzjn7wlifmjlvhi-story.html,2023-12-29T03:36:25Z
811,Chicago Tribune,No. 19 N.C. State gets frosted by freshman QB Avery Johnson and Kansas State in the Pop-Tarts Bowl,Philip Rossman-Reich,"Avery Johnson threw for two touchdowns and ran for one, DJ Giddens rushed for 151 yards and scored twice, and Kansas State beat No. 19 North Carolina State 28-19 in the Pop-Tarts Bowl.",https://www.chicagotribune.com/sports/college/ct-cfb-pop-tarts-bowl-20231229-3mz5s36yibfjlj66cgjxvhm5my-story.html,2023-12-29T03:16:47Z
812,Chicago Tribune,Family of deceased Cook County Jail inmate calls for ‘full and fair’ probe following death in custody,Caroline Kubzansky,The inmate awaiting trial was found unresponsive in his cell earlier this week.,https://www.chicagotribune.com/news/criminal-justice/ct-michael-oconnor-family-20231228-20231229-jbqpqbd5sbaehkgb6jhazq5cg4-story.html,2023-12-29T03:03:52Z
813,Chicago Tribune,Chicago Bulls’ Lonzo Ball expected to start running in January: ‘The pain that he was experiencing has been eliminated’,Julia Poe,"Lonzo Ball is expected to begin running in January, but will not return for the Chicago Bulls this season.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-lonzo-ball-knee-injury-20231229-l2yjst3mp5hgflkshp5fj7izei-story.html,2023-12-29T00:44:23Z
814,Chicago Tribune,Chicago Bulls’ Lonzo Ball expected to start running in January: ‘The pain that he was experiencing has been eliminated’,Julia Poe,"Lonzo Ball is expected to begin running in January, but will not return for the Chicago Bulls this season.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-lonzo-ball-knee-injury-20231229-l2yjst3mp5hgflkshp5fj7izei-story.html,2023-12-29T00:44:23Z
815,Chicago Tribune,Maine bars Donald Trump from ballot,Nicholas Riccardi and David Sharp,Maine’s Democratic secretary of state on Thursday removed former President Donald Trump from the state’s presidential primary ballot under the Constitution’s insurrection clause.,https://www.chicagotribune.com/politics/elections/maine-donald-trump-20231229-4wc2vihvw5b3hoh54crny7ftay-story.html,2023-12-29T00:24:23Z
816,Chicago Tribune,Zach LaVine is assigned to the Chicago Bulls’ G League affiliate as he nears a return,Julia Poe,"Zach LaVine will begin contact practices this week with the Chicago Bulls' G-League affiliate, the latest step in the guard's recovery from a right foot injury.",https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-zach-lavine-windy-city-20240101-kjmhyv32orc35dss4n6fz23p2e-story.html,2024-01-01T20:20:59Z
817,The Wall Street Journal,Israel Highest Court Strikes Down Controversial Law to Curb Power...,wsj,The law was a centerpiece of the judicial overhaul pursued by the Netanyahu government before the Gaza war erupted,https://www.wsj.com/world/middle-east/israels-highest-court-strikes-down-controversial-law-to-curb-its-power-89430e6e,2024-01-01T19:00:04Z
818,The Wall Street Journal,China's Xi Resurrecting Mao's 'Continuous Revolution' With Twist...,wsj,The Chinese leader has made his corruption purge—with millions punished—a pillar of his rule. It risks paralyzing his party.,https://www.wsj.com/world/china/chinas-xi-is-resurrecting-maos-continuous-revolution-with-a-twist-ed5ec610,2024-01-01T19:00:04Z
819,Chicago Tribune,Mount Prospect man charged in stabbing death at Des Plaines Burger King,Rebecca Johnson,"The suspect and the victim, who knew each other, allegedly argued in the restaurant's parking lot before the stabbing, police said.",https://www.chicagotribune.com/news/breaking/ct-des-plaines-stabbing-burger-king-20240101-ppay3thk7nfd7kzrww4h5r4qba-story.html,2024-01-01T18:36:43Z
820,The Wall Street Journal,"Pregnancy Resource Centers Spark Funding Row Between Biden Administration, Antiabortion Groups",Stephanie Armour,Conservatives push back on proposal to limit federal money for facilities that discourage women from abortions,https://www.wsj.com/health/healthcare/pregnancy-resource-centers-spark-funding-row-between-biden-administration-antiabortion-groups-9b1751bb,2024-01-01T17:50:03Z
821,Chicago Tribune,Israel’s Supreme Court overturns key component of Prime Minister Benjamin Netanyahu’s judicial overhaul,Josef Federman and Melanie Lidman,"In an 8-7 decision, the Supreme Court justices struck down the law because of the “severe and unprecedented harm to the core character of the State of Israel as a democratic country.”",https://www.chicagotribune.com/nation-world/israel-judicial-overhaul-20240101-nqjxvbmc5nekfjejgriyt4uh7i-story.html,2024-01-01T17:25:46Z
822,Chicago Tribune,"Man, 53, shot through window in 1st gun death of 2024",Ilana Arougheti,A 53-year-old man with multiple gunshot wounds was pronounced dead at the scene in a Greater Grand Crossing home.,https://www.chicagotribune.com/news/breaking/ct-breaking-three-shot-greater-grand-crossing-20240101-ztzvc2f3zbevnprq4xup5z3kni-story.html,2024-01-01T16:16:28Z
823,Chicago Tribune,Overspent in December? Here’s how to battle the January blues,Kimberly Palmer,"The new year is a great time to create or update a budget, which can give you back a sense of control.",https://www.chicagotribune.com/advice/overspending-20240101-4m2ni6no55diley3n2sdz3alcy-story.html,2024-01-01T15:30:54Z
824,The Wall Street Journal,Their Quarterback Got Injured. This NFL Team Got Better...,Andrew Beaton,"In a season rife with injuries, the Cleveland Browns lost starter Deshaun Watson and their season looked doomed. Then they signed Joe Flacco and emerged as a Super Bowl contender.",https://www.wsj.com/articles/nfl-playoffs-cleveland-browns-joe-flacco-ravens-lamar-jackson-85953567,2024-01-01T15:25:37Z
825,The Wall Street Journal,Sign Up for WSJ’s Five-Week Workout Challenge,Jen Murphy,A new exercise regimen to improve your fitness and health for the new year,https://www.wsj.com/lifestyle/fitness/workout-challenge-strength-newsletter-5f488a57,2024-01-01T15:07:51Z
826,Chicago Tribune,"Cale Yarborough, a NASCAR Hall of Famer and 3-time Cup champion in the 1970s, dies at 84",Jenna Fryer,"Cale Yarborough, considered one of NASCAR’s all-time greatest drivers and the first to win three consecutive Cup titles, has died.",https://www.chicagotribune.com/sports/breaking/ct-carl-yarborough-nascar-dies-20240101-7oiwuar4vzbqpa2e4yzkhbvs2u-story.html,2024-01-01T14:45:01Z
827,Chicago Tribune,"What does the future hold for Justin Fields, Matt Eberflus and the No. 1 pick? Brad Biggs’ 10 thoughts on the Chicago Bears.",Brad Biggs,"10 thoughts after the Chicago Bears won their fifth consecutive home game, something they last accomplished in 2018.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-brad-biggs-10-thoughts-20240101-r6v54j4axrdzjmoozpx4upifie-story.html,2024-01-01T14:23:32Z
828,Chicago Tribune,Andy Cohen and Anderson Cooper bring booze back to CNN to toast 2024,Valerie Wu,Andy Cohen and Anderson Cooper rang in 2024 with some boozing on live television -- bringing back alcohol consumption to CNN after staying sober for last year’s New Year’s Eve broadcast.,https://www.chicagotribune.com/entertainment/cnn-new-years-eve-20240101-5vk2n7cucvcxlc6kgpbujesva4-story.html,2024-01-01T13:49:59Z
829,Chicago Tribune,"Boeing warns United, American about potential loose bolts in 737 Max jets",Alexandra Skores,"American, Southwest, United Airlines and Alaska Airlines confirmed inspections will be done on the 737 Max jets that they fly.",https://www.chicagotribune.com/business/boeing-737-max-20240101-jra7ked36baavd4z54er4qn6zm-story.html,2024-01-01T13:43:51Z
830,Chicago Tribune,Japan issues tsunami warnings after a series of very strong earthquakes shook its western coastline,Yuri Kageyama,Japan issued tsunami alerts and ordered evacuations following a series of earthquakes on Monday that started a fire and trapped people under rubble on the west coast of its main island.,https://www.chicagotribune.com/nation-world/japan-tsunami-warnings-20240101-mtehfqgl4zd67mtwf43427veya-story.html,2024-01-01T13:25:39Z
831,The Wall Street Journal,The Sports-Betting Traders Deciding How Much You Win or Lose,Katherine Sayre,"On an NFL Sunday, oddsmakers juggle athletic drama on the field and the financial stakes behind it",https://www.wsj.com/business/media/the-sports-betting-traders-deciding-how-much-you-win-or-lose-a3bceda2,2024-01-01T13:24:55Z
832,The Wall Street Journal,Optimism Abounds on Wall St This New Year...,wsj,A strong economy upended gloomy forecasts for 2023,https://www.wsj.com/finance/optimism-abounds-wall-street-this-new-year-a0ec5cc0,2024-01-01T13:00:03Z
833,The Wall Street Journal,Minnesota Nice Wants Minnesota Ice: Locals Crave Bone-Chilling Normal...,wsj,"‘Maybe we’ll get lucky and have a polar vortex.’ Unusually mild weather has shaken up seasonal routines, though golfing in winter isn’t bad.",https://www.wsj.com/us-news/minnesota-record-warm-snowless-winter-disrupts-life-2a5f2663,2024-01-01T13:00:03Z
834,Chicago Tribune,ReliaQuest Bowl: LSU will launch the post-Jayden Daniels era when QB Garrett Nussmeier starts vs. Wisconsin,Fred Goodall,LSU quarterback Garrett Nussmeier is confident he can lead the nation’s most prolific offense into the post-Jayden Daniels era.,https://www.chicagotribune.com/sports/college/ct-reliaquest-bowl-preview-lsu-wisconsin-20240101-mlassn7azbhjjmdsnkwhjzl3de-story.html,2024-01-01T12:00:00Z
835,Chicago Tribune,Citrus Bowl: Defensive-minded Iowa and offensive-driven Tennessee offer a clash of styles,Philip Rossman-Reich,"The old saying in boxing is styles make fights. If that’s so, the Citrus Bowl matchup between Tennessee and Iowa will be an interesting tussle on New Year’s Day.",https://www.chicagotribune.com/sports/college/ct-citrus-bowl-preview-iowa-tennessee-20240101-jqldnpoqwrahfb5pi3btj7krhq-story.html,2024-01-01T12:00:00Z
836,Chicago Tribune,Column: It’s a new year. Is this a new future for the Chicago Bulls?,Julia Poe,The Chicago Bulls face a turning point in 2024 — but they also have plenty to feel hopeful about after a 10-5 turnaround in the final weeks of 2023.,https://www.chicagotribune.com/sports/bulls/ct-chicago-bulls-2024-new-year-20240101-on6afiwo4fdghol2gzab5poeyi-story.html,2024-01-01T12:00:00Z
837,Chicago Tribune,Fiesta Bowl: Undefeated Liberty faces its stiffest test yet against No. 8 Oregon,John Marshall,"Liberty rolled through its sixth season as a Division I program undefeated. Awaiting the Flames in the desert are the big, bad Oregon Ducks.",https://www.chicagotribune.com/sports/college/ct-fiesta-bowl-preview-liberty-oregon-20240101-k7jogze43nhihi6e3ogfazyic4-story.html,2024-01-01T12:00:00Z
838,Chicago Tribune,Ask Angi: How do I make my house snowstorm ready?,Paul F. P. Pogue,"Follow these tips to protect yourself, your family, and your home when extreme weather strikes.",https://www.chicagotribune.com/advice/storm-ready-20240102-34kgu3tgqndslcni6rhfdcikoq-story.html,2024-01-01T11:22:00Z
839,Chicago Tribune,The biggest women’s jazz festival in the world? It might be in Arlington Heights.,Hannah Edgar,Hey Nonny is hosting a women's jazz festival with an impressive roster of artists including Mary Halvorson's Amaryllis Project and Alexis Lombre.,https://www.chicagotribune.com/entertainment/music/ct-ent-womens-jazz-festival-arlington-heights-20240101-btklatgfo5boxaxlpwui6ftbwe-story.html,2024-01-01T11:00:00Z
840,Chicago Tribune,Editorial: Welcome to 2024 — and some new Illinois laws to keep you in line,The Editorial Board,"2024 means new Illinois laws. Have your opinions, but keep your eyes on the road.",https://www.chicagotribune.com/opinion/editorials/ct-editorial-looking-ahead-2024-new-laws-illinois-house-20240101-khpjkcq3dfgkpdvg2uzwntxa6i-story.html,2024-01-01T11:00:00Z
841,Chicago Tribune,"Leadership turnover, officer deaths, robbery spike challenged CPD in 2023",Sam Charles,"Chicago's homicide and nonfatal shooting totals fell again in 2023, but the city was roiled by robbery and carjacking crews responsible for an overall uptick in violence.",https://www.chicagotribune.com/news/criminal-justice/ct-cpd-year-end-20240101-czl3beotkjbtrc42y3y5z2gzgq-story.html,2024-01-01T11:00:00Z
842,Chicago Tribune,Laura Washington: Getting a grip as 2024 promises more hurly-burly in Chicago and across the nation,Laura Washington,Laura Washington takes a look at the year ahead and suggests buckling your seat belt.,https://www.chicagotribune.com/opinion/commentary/ct-column-2024-chicago-migrants-politics-trump-washington-20240101-zv5clnqpzre2bifjzfhxa7bnim-story.html,2024-01-01T11:00:00Z
843,Chicago Tribune,Letters: The United States needs to insist on a cease-fire,Chicago Tribune,Will the U.S. accept this opportunity to bring lasting peace and security to the region?,https://www.chicagotribune.com/opinion/letters/ct-letters-vp-010124-20240101-zf2etrlnyjdtxmdqe42pw42a24-story.html,2024-01-01T11:00:00Z
844,Chicago Tribune,"Shmuly Yanklowitz: In a stressful world, let’s work on managing our anger in 2024",Shmuly Yanklowitz,"Managing your anger is not about destroying it. You are going through life together, and you should be in charge, benefiting from its wisdom.",https://www.chicagotribune.com/opinion/commentary/ct-opinion-new-years-resolution-anger-management-stress-20240101-mixrz47ijreadmj5booy5zjsia-story.html,2024-01-01T11:00:00Z
845,Chicago Tribune,"David McGrath: Let’s ditch the Electoral College, plus 9 other no-brainer resolutions for the new year",David McGrath,Americans should consider a handful of life and death resolutions for 2024,https://www.chicagotribune.com/opinion/commentary/ct-opinion-new-years-resolutions-electoral-college-supreme-court-20240101-vnxcoxn5tzg5zbcdfnmxolb3qu-story.html,2024-01-01T11:00:00Z
846,Chicago Tribune,Ask the Pediatrician: Should children with diabetes or pre-diabetes go on a low-carb diet?,Dr. Tamara S. Hannon,"Good nutrition is essential in this fight to protect our kids’ health. The difficulty comes in defining exactly what “good nutrition” means, especially for growing bodies.",https://www.chicagotribune.com/people/health/low-carb-diet-20240101-gb3onrv7rnabjaikef7cs46npe-story.html,2024-01-01T10:00:00Z
847,Chicago Tribune,Ask Amy: Father still married despite no contact with wife,Amy Dickinson,"Dear Amy: I recently reached out to my estranged father to inquire about any life changes he may have had recently, because I was going through the federal security clearance process. When asked if he was still married, his response was, ""Theoretically yes.""",https://www.chicagotribune.com/advice/ask-amy-dickinson-marriage-20240101-anqc2klvqnh6rng43vdrujz4i4-story.html,2024-01-01T09:30:00Z
848,Chicago Tribune,4 takeaways from the Chicago Blackhawks’ 8-1 loss to the Dallas Stars: ‘We have to get stronger mentally’,Chicago Tribune,"The Chicago Blackhawks were humbled during an 8-1 demolition in Dallas, giving up a hat trick for a second straight game.",https://www.chicagotribune.com/sports/blackhawks/ct-20240101-rqrdmjkpdzad7illiqcppaq4hq-story.html,2024-01-01T05:54:12Z
849,The Wall Street Journal,Shale Is Keeping the World Awash With Oil as Conflicts Abound,Collin Eaton,"The shipping crisis in the Red Sea is expected to raise consumer prices. But it has had little impact on energy prices, largely because of surging supplies from U.S. frackers.",https://www.wsj.com/business/energy-oil/shale-is-keeping-the-world-awash-with-oil-as-conflicts-abound-7da38717,2024-01-01T05:05:00Z
850,Chicago Tribune,Green Bay Packers take control of playoff spot as they cruise past Minnesota Vikings 33-10 on Jordan Love’s 4-touchdown night,Dave Campbell,Jordan Love threw three touchdown passes and ran for a score to put the Green Bay Packers in control of a spot in the playoffs with a 33-10 victory over the Minnesota Vikings.,https://www.chicagotribune.com/sports/breaking/ct-green-bay-packers-minnesota-vikings-20240101-mmlk7dc42zhqbikk6s3tp2ocjm-story.html,2024-01-01T04:47:03Z
851,Chicago Tribune,"With jobs on the line, the Chicago Bears and Justin Fields celebrate New Year with a convincing win over the Atlanta Falcons",Colleen Kane,"Justin Fields is well aware of the choice GM Ryan Poles has, and the quarterback did his part Sunday to make the decision tougher — so much so that he had fans at Soldier Field chanting, “We want Fields!” as the game wrapped up.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-justin-fields-falcons-20240101-ykggotsflfbxvat3gbx2rnxl54-story.html,2024-01-01T01:30:52Z
852,Chicago Tribune,Column: ‘You can see where this is going.’ The Chicago Bears finished an eventful 2023 with a hope-inspiring blowout.,Dan Wiederer,"A victory. A cigar celebration. And expressions of hope. The Chicago Bears ended 2023 in triumphant fashion. Now it’s onto 2024, which should be a fascinating year and is somehow set up to be far more eventful than the one that just ended.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-ryan-poles-20240101-ozzapaik4bc4feqihitjematwy-story.html,2024-01-01T00:46:17Z
853,Reuters,Burundi’s president says gay people should be stoned,Towleroad,"Published by Reuters BUJUMBURA (Reuters) – Burundi's President Evariste Ndayishimiye has called on citizens to stone gay people, escalating a crackdown on sexual minorities in a country where LGBT people already face social ostracism and jail terms of up to t…","http://rmb.reuters.com/rmd/rss/item/tag:reuters.com,2023:newsml_KBN33J0AM:1?channel=FES376",2023-12-31T23:33:24Z
854,Chicago Tribune,Mackenzie Holmes scores 30 as No. 16 Indiana women’s basketball turns back Illinois 77-71,The Associated Press,"Mackenzie Holmes scored 13 of her 30 points in the fourth quarter, Yarden Garzon was clutch in the closing seconds and No. 16 Indiana ran its winning streak to 10 with a 77-71 win over Illinois on Sunday.",https://www.chicagotribune.com/sports/college/ct-illinois-indiana-basketball-20231231-ajwg2o5ubbbghj37cxzafmo3ni-story.html,2023-12-31T23:08:25Z
855,Chicago Tribune,‘Dumb play by me’: Connor Bedard learns valuable lessons from a split-second decision that led to a Chicago Blackhawks OT loss,Phil Thompson,"Anatomy of a ""dumb play"": Connor Bedard said he learned a lot from a go-for-it moment that went wrong during Friday's overtime loss.",https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-connor-bedard-ot-20231231-hpcm56a7lneulm255smqmq2cdm-story.html,2023-12-31T22:41:48Z
856,Chicago Tribune,‘Dumb play by me’: Connor Bedard learns valuable lessons from a split-second decision that led to a Chicago Blackhawks OT loss,Phil Thompson,"Anatomy of a ""dumb play"": Connor Bedard said he learned a lot from a go-for-it moment that went wrong during Friday's overtime loss.",https://www.chicagotribune.com/sports/blackhawks/ct-chicago-blackhawks-connor-bedard-ot-20231231-hpcm56a7lneulm255smqmq2cdm-story.html,2023-12-31T22:41:48Z
857,Chicago Tribune,"‘Wonka’ ends the year No. 1 at the box office, 2023 sales reach $9 billion in post-pandemic best",Jake Coyle,"Hollywood closed out an up and down 2023 with “Wonka” regaining No. 1 at the box office, strong sales for “The Color Purple” and an overall $9 billion in ticket sales that improved on 2022′s grosses but fell about $2 billion shy of pre-pandemic norms.",https://www.chicagotribune.com/entertainment/ct-aud-nw-box-office-wonka-20231231-u7h6rlj5yjd3hmzilbrtxxhbwm-story.html,2023-12-31T20:59:00Z
858,Chicago Tribune,"Chicago native Shecky Greene, legendary standup comic, lord of Las Vegas, dies at 97",Andrew Dalton,"Shecky Greene, the gifted comic and master improviser who became the consummate Las Vegas lounge headliner and was revered by his peers and live audiences as one of the greatest standup acts of his generation, has died. He was 97.",https://www.chicagotribune.com/entertainment/ct-ent-obit-shecky-greene-20231231-wfd3bkqtzrbfbj4dou7rktr67y-story.html,2023-12-31T20:21:08Z
859,Chicago Tribune,New Year’s Eve forecast: Weather officials warn of road hazards,A.D. Quig,"Through 6 p.m. Sunday, the National Weather Service said to expect patchy slick spots and some reduced visibility due to snow.",https://www.chicagotribune.com/news/ct-new-years-eve-forecast-drizzle-snow-roads-20231231-642opu3kyfblrj2pi6psldlr6m-story.html,2023-12-31T17:41:44Z
860,Chicago Tribune,Paula Abdul accuses ‘American Idol’ producer Nigel Lythgoe of sexual assault in lawsuit,Chicago Tribune,"Paula Abdul has accused former “American Idol” producer Nigel Lythgoe of sexually assaulting her in the early 2000s when she was a judge on the reality competition show, according to a new lawsuit.",https://www.chicagotribune.com/entertainment/ct-aud-nw-ent-paula-adbul-nigel-lythgoe-sexual-assault-lawsuit-20231231-362lczsntndhpj6frmrysg7ihe-story.html,2023-12-31T17:12:26Z
861,Chicago Tribune,Detroit Lions feel like officials robbed them of a win by negating a 2-point conversion vs. the Dallas Cowboys,Schuyler Dixon,Detroit Lions coach Dan Campbell said he explained to officials before playing the Dallas Cowboys what would happen on a 2-point conversion play the Lions had planned.,https://www.chicagotribune.com/sports/breaking/ct-detroit-lions-2-point-conversion-20231231-p44bkcqyprdubmessoekub6ah4-story.html,2023-12-31T17:05:38Z
862,Chicago Tribune,Week 17 photos: Chicago Bears vs. Atlanta Falcons,,"Photos from the Week 17 game at Soldier Field between the Chicago Bears and Atlanta Falcons on Dec. 31, 2023.",https://www.chicagotribune.com/sports/bears/ct-chicago-bears-atlanta-falcons-week-17-photos-20231231-ymzocepdwzb3nocoh6f24tqfum-photogallery.html,2023-12-31T16:30:55Z
863,Chicago Tribune,Man charged with murder of Austin woman who sought order of protection against him before her death,A.D. Quig,"Kenneth Brown, 44, has been arrested for the fatal shooting of his ex-girlfriend, Maria Roque, according to a release from the Chicago Police Department.",https://www.chicagotribune.com/news/criminal-justice/ct-maria-roque-austin-shooting-murder-charges-20231231-lgdhoonjqbfk7leccke5pfe2wm-story.html,2023-12-31T16:06:01Z
864,Chicago Tribune,"Texas flies migrants to Rockford, will bus them to Chicago",A.D. Quig,"A Rockford spokesperson did not immediately say how many migrants were aboard the plane, how they were alerted to the flight, or who had chartered the buses to Chicago’s loading zone.",https://www.chicagotribune.com/news/ct-rockford-plane-migrants-texas-20231231-n3imjhomxvarff7s2gjb6liwqi-story.html,2023-12-31T14:52:55Z
865,Chicago Tribune,Chicago woman accused of lying to conduct straw purchases at Crown Point gun show,Staff report,A Chicago woman is charged with lying on an ATF form at the Lake County Gun Show in December in an effort to purchase firearms for an acquaintance.,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-smith-st-0101-20231230-kmy3dpedgzbthdebwo4oeij75a-story.html,2023-12-31T14:24:11Z
866,The Wall Street Journal,Republicans Have Great Chance to Retake Senate in '24*...,wsj,"*But they did in 2022, too — abortion access, economy and Trump’s legal troubles are seen as unpredictable factors",https://www.wsj.com/politics/elections/republicans-have-a-great-chance-to-retake-the-senate-in-2024-9b33b1e3,2023-12-31T13:00:03Z
