,Original Title Text,Normalized Title,Original Description Text,Normalized Description,Original Author Text,Normalized Author
866,"Not surprisingly, Dominic Pangallo gets noticed with five 3-pointers for Homewood-Flossmoor. ‘I’ve done it before.’","['surprisingli', 'domin', 'pangallo', 'get', 'notic', 'five', 'done']",Dominic Pangallo finished with 15 points Thursday night as the Vikings beat Lincoln-Way East 77-72 in a SouthWest Suburban Blue game.,"['domin', 'pangallo', 'finish', '15', 'point', 'thursday', 'night', 'vike', 'beat', 'east', 'southwest', 'suburban', 'blue', 'game']",Jeff Vorva,"['jeff', 'vorva']"
867,"4 takeaways from the Chicago Blackhawks’ 1-0 win, including goalie Petr Mrázek’s ‘sick’ shutout performance","['4', 'takeaway', 'chicago', 'blackhawk', 'win', 'includ', 'goali', 'petr', 'mrázek', 'sick', 'shutout', 'perform']",The Chicago Blackhawks power play looked like a well-oiled machine leading up to Philipp Kurashev’s goal.,"['chicago', 'blackhawk', 'power', 'play', 'look', 'like', 'machin', 'lead', 'philipp', 'kurashev', 'goal']",Phil Thompson,"['phil', 'thompson']"
868,Homewood teen who fled Israel grateful to celebrate Hanukkah with family,"['homewood', 'teen', 'fled', 'israel', 'grate', 'celebr', 'hanukkah', 'famili']","Josh Jury, of Homewood, planned to celebrate Hanukkah in Israel, but says he's grateful to be with his family for this year's celebration.","['josh', 'juri', 'homewood', 'plan', 'celebr', 'hanukkah', 'israel', 'say', 'grate', 'famili', 'year', 'celebr']",Alexandra Kukulka,"['alexandra', 'kukulka']"
869,Honeywell boosts building safety ops with $4.95 bln deal for Carrier unit,"['honeywel', 'boost', 'build', 'safeti', 'op', 'bln', 'deal', 'carrier', 'unit']","U.S. industrial firm Honeywell <a href=""https://www.reuters.com/markets/companies/HON.O"" target=""_blank"">(HON.O)</a> said on Friday it would buy air conditioner maker Carrier's <a href=""https://www.reuters.com/markets/companies/CARR.N"" target=""_blank"">(CARR.N…","['industri', 'firm', 'honeywel', 'http', 'said', 'friday', 'would', 'buy', 'air', 'condition', 'maker', 'carrier', 'http']",Nathan Gomes,"['nathan', 'gome']"
870,Introducing the 2023 News-Sun Football All-Area Team,"['introduc', '2023', 'footbal', 'team']","Martin Cohen is among four Antioch players on the team. Carmel has six players, and Warren and Wauconda each have five.","['martin', 'cohen', 'among', 'four', 'antioch', 'player', 'team', 'carmel', 'six', 'player', 'warren', 'wauconda', 'five']",Steve Reaven,"['steve', 'reaven']"
871,"Man, 54, wounded in shooting overnight on South Side, gunman in custody, police say","['man', '54', 'wound', 'shoot', 'overnight', 'south', 'side', 'gunman', 'custodi', 'polic', 'say']","Shortly before 1:30 a.m., the victim was involved in an argument with another man in the 9000  block of South Phillips Avenue. The person he was arguing with produced  a firearm and shot the victim, police said.","['shortli', 'victim', 'involv', 'argument', 'anoth', 'man', '9000', 'block', 'south', 'phillip', 'avenu', 'person', 'argu', 'produc', 'firearm', 'shot', 'victim', 'polic', 'said']",Deanese Williams-Harris,['deanes']
872,Testimony in ex-Ald. Ed Burke case to focus on aide’s alleged lies to FBI,"['testimoni', 'ed', 'burk', 'case', 'focu', 'aid', 'alleg', 'lie', 'fbi']",Testimony in former Ald. Edward Burke’s corruption trial is expected to focus Friday on allegedly misleading statement’s Burke’s longtime ward aide gave to federal investigators,"['testimoni', 'former', 'ald', 'edward', 'burk', 'corrupt', 'trial', 'expect', 'focu', 'friday', 'allegedli', 'mislead', 'statement', 'burk', 'longtim', 'ward', 'aid', 'gave', 'feder', 'investig']","Jason Meisner, Ray Long, Megan Crepeau","['jason', 'meisner', 'ray', 'long', 'megan', 'crepeau']"
873,Patrick Kane misses a point-blank shot in debut with the Detroit Red Wings: ‘It would’ve been nice to bury that’,"['patrick', 'kane', 'miss', 'shot', 'debut', 'detroit', 'red', 'wing', 'would', 'nice', 'buri']","Patrick Kane took his first of 22 shifts at the start of the game and finished with three shots in 16 minutes, 33 seconds of ice time in an intriguing NHL comeback.","['patrick', 'kane', 'took', 'first', '22', 'shift', 'start', 'game', 'finish', 'three', 'shot', '16', 'minut', '33', 'second', 'ice', 'time', 'intrigu', 'nhl', 'comeback']",Larry Lage,"['larri', 'lage']"
874,"Woman fatally wounded overnight in shooting near Ford City Mall on Southwest Side, Chicago police said","['woman', 'fatal', 'wound', 'overnight', 'shoot', 'near', 'ford', 'citi', 'mall', 'southwest', 'side', 'chicago', 'polic', 'said']","Around 11:45 p.m. Thursday, officers responded to a person shot in the 7700 block of South Cicero Avenue and found woman described as between 30 to 35, shot in the neck and back.","['around', 'thursday', 'offic', 'respond', 'person', 'shot', '7700', 'block', 'south', 'cicero', 'avenu', 'found', 'woman', 'describ', '30', '35', 'shot', 'neck', 'back']",Deanese Williams-Harris,['deanes']
875,Kerry Heffernan: Is the seafood you buy connected to worker abuses? Here’s how to be a good consumer.,"['kerri', 'heffernan', 'seafood', 'buy', 'connect', 'worker', 'abus', 'good', 'consum']","Chefs, restaurants, grocery stores and average consumers must insist whenever possible that the seafood they buy is locally caught and processed.","['chef', 'restaur', 'groceri', 'store', 'averag', 'consum', 'must', 'insist', 'whenev', 'possibl', 'seafood', 'buy', 'local', 'caught', 'process']",Kerry Heffernan,"['kerri', 'heffernan']"
876,FTC seeks more information on $53 bln Chevron-Hess deal,"['ftc', 'seek', 'inform', '53', 'bln', 'deal']","The U.S. Federal Trade Commission has sent a second request to Chevron <a href=""https://www.reuters.com/markets/companies/CVX.N"" target=""_blank"">(CVX.N)</a> and Hess <a href=""https://www.reuters.com/markets/companies/HES.N"" target=""_blank"">(HES.N)</a>, for ad…","['feder', 'trade', 'commiss', 'sent', 'second', 'request', 'chevron', 'http', 'hess', 'http']",Reuters,['reuter']
877,"Ride-share driver stabbed by customer overnight on Michigan Avenue, cops say","['driver', 'stab', 'custom', 'overnight', 'michigan', 'avenu', 'cop', 'say']","Police said the 41-year-old victim was providing a car ride shortly after 12:30 a.m. in the 600 block of North Michigan Avenue when the customer became angry and physically attack him, stabbing him with a sharp object to the head.","['polic', 'said', 'victim', 'provid', 'car', 'ride', 'shortli', '600', 'block', 'north', 'michigan', 'avenu', 'custom', 'becam', 'angri', 'physic', 'attack', 'stab', 'sharp', 'object', 'head']",Deanese Williams-Harris,['deanes']
878,Danske Bank ups profit view; sees 'negligible' Q4 impairments,"['dansk', 'bank', 'up', 'profit', 'view', 'see', 'q4', 'impair']","Danske Bank <a href=""https://www.reuters.com/markets/companies/DANSKE.CO"" target=""_blank"">(DANSKE.CO)</a> on Friday raised its full-year net profit forecast due to more favourable macroeconomic conditions and ""negligible"" impairments in the fourth quarter, bu…","['dansk', 'bank', 'http', 'friday', 'rais', 'net', 'profit', 'forecast', 'due', 'favour', 'macroeconom', 'condit', 'neglig', 'impair', 'fourth', 'quarter']",Reuters,['reuter']
879,University of Chicago buys Hyde Park mansion once owned by late Supreme Court Justice Antonin Scalia for $3.4M,"['univers', 'chicago', 'buy', 'hyde', 'park', 'mansion', 'own', 'late', 'suprem', 'court', 'justic', 'antonin', 'scalia']","The mansion was built around 1900 for Cora Howland, who was the daughter of onetime Chicago Mayor John A. Roche.","['mansion', 'built', 'around', '1900', 'cora', 'howland', 'daughter', 'onetim', 'chicago', 'mayor', 'john', 'roch']",Bob Goldsborough,"['bob', 'goldsborough']"
880,"Man accused of sexual assault, grabbing 15-year-old boy at West Loop store overnight, cops say","['man', 'accus', 'sexual', 'assault', 'grab', 'boy', 'west', 'loop', 'store', 'overnight', 'cop', 'say']","Charges are pending against a man a 15-year-old boy reported grabbed him inside of a Convenience store Thursday night iin the West Loop Gate neighborhood, Chicago police said.","['charg', 'pend', 'man', 'boy', 'report', 'grab', 'insid', 'conveni', 'store', 'thursday', 'night', 'iin', 'west', 'loop', 'gate', 'neighborhood', 'chicago', 'polic', 'said']",Deanese Williams-Harris,['deanes']
881,"Calvino picked to lead European Investment Bank, in boost for Spain","['calvino', 'pick', 'lead', 'european', 'invest', 'bank', 'boost', 'spain']",EU finance ministers on Friday picked Spanish Deputy Prime Minister Nadia Calvino to become the next head of the European Investment Bank in a boost for Spain's clout within the bloc.,"['eu', 'financ', 'minist', 'friday', 'pick', 'spanish', 'deputi', 'prime', 'minist', 'nadia', 'calvino', 'becom', 'next', 'head', 'european', 'invest', 'bank', 'boost', 'spain', 'clout', 'within', 'bloc']",Reuters,['reuter']
882,"Tesla Cybertruck's stiff structure, sharp design raise safety concerns -experts","['tesla', 'cybertruck', 'stiff', 'structur', 'sharp', 'design', 'rais', 'safeti', 'concern']","The angular design of Tesla's <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> Cybertruck has safety experts concerned the electric pickup truck's stiff stainless-steel exoskeleton could hurt pedestrians and cyclists and…","['angular', 'design', 'tesla', 'http', 'cybertruck', 'safeti', 'expert', 'concern', 'electr', 'pickup', 'truck', 'stiff', 'exoskeleton', 'could', 'hurt', 'pedestrian', 'cyclist']",Akash Sriram,"['akash', 'sriram']"
883,Luxury Stores Bursting With Unsold Stuff...,"['luxuri', 'store', 'burst', 'unsold', 'stuff']","As growth slows across the luxury industry, designer labels need discreet places to unload excess inventory","['growth', 'slow', 'across', 'luxuri', 'industri', 'design', 'label', 'need', 'discreet', 'place', 'unload', 'excess', 'inventori']",wsj,['wsj']
884,"In Hollywood, It's Golden Age of the Creepy Woman...","['hollywood', 'golden', 'age', 'creepi', 'woman']",A spate of recent films revel in their depictions of female characters with sinister vibes and dark secrets—and Hollywood’s leading actresses are flocking to take the roles.,"['spate', 'recent', 'film', 'revel', 'depict', 'femal', 'charact', 'sinist', 'vibe', 'dark', 'hollywood', 'lead', 'actress', 'flock', 'take', 'role']",wsj,['wsj']
885,Daywatch: City Council committee rejects CPD discipline provision,"['daywatch', 'citi', 'council', 'committe', 'reject', 'cpd', 'disciplin', 'provis']","Good morning, Chicago. Here are some of the top stories you need to know to start your day.","['good', 'morn', 'chicago', 'top', 'stori', 'need', 'know', 'start', 'day']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
886,Honeywell to Buy Carrier Unit for $5 Billion,"['honeywel', 'buy', 'carrier', 'unit', '5', 'billion']",Business makes products including electronic locks for hotels and hospital chains,"['busi', 'make', 'product', 'includ', 'electron', 'lock', 'hotel', 'hospit', 'chain']",Lauren Thomas,"['lauren', 'thoma']"
887,Ask the Builder: Open web floor trusses,"['ask', 'builder', 'open', 'web', 'floor', 'truss']","Did you know the same technology used in large steel truss bridges can be used in your home, room addition, light-commercial building and so forth? You can have these same trusses built using wood.","['know', 'technolog', 'use', 'larg', 'steel', 'truss', 'bridg', 'use', 'home', 'room', 'addit', 'build', 'forth', 'truss', 'built', 'use', 'wood']",Tim Carter,"['tim', 'carter']"
888,Mayo Clinic Q&A: Mindfulness and mental health,"['mayo', 'clinic', 'q', 'mind', 'mental', 'health']","It’s common to feel skeptical about an activity that promises quick and easy stress relief. Yet, mindfulness meditation promises just that. It’s a fast and easy way to reduce stress wherever you are.","['common', 'feel', 'skeptic', 'activ', 'promis', 'quick', 'easi', 'stress', 'relief', 'yet', 'mind', 'medit', 'promis', 'fast', 'easi', 'way', 'reduc', 'stress', 'wherev']",Joel Bobby,"['joel', 'bobbi']"
889,"Chicago Bears Week 14 storylines: Kevin Warren’s influence, the downfield passing attack and a College Football Playoff firestorm","['chicago', 'bear', 'week', '14', 'storylin', 'kevin', 'warren', 'influenc', 'downfield', 'pas', 'attack', 'colleg', 'footbal', 'playoff', 'firestorm']",The Chicago Bears on Sunday get their second look at the Detroit Lions in three weeks. Can they erase the sting of the Nov. 19 loss and win consecutive games for the first time since late in the 2021 season?,"['chicago', 'bear', 'sunday', 'get', 'second', 'look', 'detroit', 'lion', 'three', 'week', 'era', 'sting', '19', 'loss', 'win', 'consecut', 'game', 'first', 'time', 'sinc', 'late', '2021', 'season']",Dan Wiederer,"['dan', 'wieder']"
890,"How a local museum helped 100-plus Chicago Bears employees tell their stories through sneakers in the NFL’s My Cause, My Cleats campaign","['local', 'museum', 'help', 'chicago', 'bear', 'employe', 'tell', 'stori', 'sneaker', 'nfl', 'caus', 'cleat', 'campaign']","Chicago Bears players will wear cleats Sunday representing causes near and dear to their heart. And Bears employees will wear customized shoes, too, designed in partnership with Sneakerhead University.","['chicago', 'bear', 'player', 'wear', 'cleat', 'sunday', 'repres', 'caus', 'near', 'dear', 'heart', 'bear', 'employe', 'wear', 'custom', 'shoe', 'design', 'partnership', 'sneakerhead', 'univers']",Shakeia Taylor,"['shakeia', 'taylor']"
891,"‘Hip Hop Nutcracker’ blends classical with hip hop, with MC Kurtis Blow helping build the energy","['hip', 'hop', 'nutcrack', 'blend', 'classic', 'hip', 'hop', 'mc', 'kurti', 'blow', 'help', 'build', 'energi']","""The movement allows you to hear the music in a new way, and the music allows you to see the movement in a new way.”","['movement', 'allow', 'hear', 'music', 'new', 'way', 'music', 'allow', 'see', 'movement', 'new', 'way']",Jerald Pierce,"['jerald', 'pierc']"
892,"‘I’ll Have What She’s Having’ at the Holocaust Museum celebrates the sticking power of Jewish delis, with heaping sides of local history","['holocaust', 'museum', 'celebr', 'stick', 'power', 'jewish', 'deli', 'heap', 'side', 'local', 'histori']","It was only a matter of time before this touring museum exhibit and ode to a uniquely American Jewish cultural institution made its way here, the land of Kaufman’s, JB’s and Manny’s.","['matter', 'time', 'tour', 'museum', 'exhibit', 'ode', 'uniqu', 'american', 'jewish', 'cultur', 'institut', 'made', 'way', 'land', 'kaufman', 'jb', 'manni']",Hannah Edgar,"['hannah', 'edgar']"
893,"3 things we heard from the Chicago Bears, including late hits on Justin Fields and ‘ball of energy’ Jaquan Brisker’s impact","['3', 'thing', 'heard', 'chicago', 'bear', 'includ', 'late', 'hit', 'justin', 'field', 'ball', 'energi', 'jaquan', 'brisker', 'impact']","Chicago Bears coach Matt Eberflus said he is ""very active"" about making sure officials keep an eye on possible dangerous hits against quarterback Justin Fields.","['chicago', 'bear', 'coach', 'matt', 'eberflu', 'said', 'activ', 'make', 'sure', 'offici', 'keep', 'eye', 'possibl', 'danger', 'hit', 'quarterback', 'justin', 'field']",Colleen Kane,"['colleen', 'kane']"
894,Republican National Committee backs effort to block mail-in ballots received after Election Day,"['republican', 'nation', 'committe', 'back', 'effort', 'block', 'ballot', 'receiv', 'elect', 'day']",Republican National Committee promotes mail-in voting while also filing a brief in support of appeal in lawsuit that seeks to block mail-in ballots received after Election Day in Illinois.,"['republican', 'nation', 'committe', 'promot', 'vote', 'also', 'file', 'brief', 'support', 'appeal', 'lawsuit', 'seek', 'block', 'ballot', 'receiv', 'elect', 'day', 'illinoi']",Rick Pearson,"['rick', 'pearson']"
895,Hasbro to lay off 900 more employees amid weak toy sales,"['hasbro', 'lay', '900', 'employe', 'amid', 'weak', 'toy', 'sale']","Hasbro <a href=""https://www.reuters.com/markets/companies/HAS.O"" target=""_blank"">(HAS.O)</a> said on Monday it would cut another 900 jobs globally, nearly a year after the toymaker announced it would reduce 15% of its workforce amid weaker sales.","['hasbro', 'http', 'said', 'monday', 'would', 'cut', 'anoth', '900', 'job', 'global', 'nearli', 'year', 'toymak', 'announc', 'would', 'reduc', '15', 'workforc', 'amid', 'weaker', 'sale']",Granth Vanaik,"['granth', 'vanaik']"
896,"Chicago Bulls reportedly scour potential landing spots for Zach LaVine while weighing options for DeMar DeRozan, Alex Caruso","['chicago', 'bull', 'reportedli', 'scour', 'potenti', 'land', 'spot', 'zach', 'lavin', 'weigh', 'option', 'demar', 'derozan', 'alex', 'caruso']","How the latest trade chatter around Zach LaVine, DeMar DeRozan and Alex Caruso informs the next steps for the Chicago Bulls front office.","['latest', 'trade', 'chatter', 'around', 'zach', 'lavin', 'demar', 'derozan', 'alex', 'caruso', 'inform', 'next', 'step', 'chicago', 'bull', 'front', 'offic']",Julia Poe,"['julia', 'poe']"
897,"Migrants arriving by busload in Rosemont and Cicero are sent away, but welcomed in Oak Park, as suburbs respond differently to crisis","['migrant', 'arriv', 'busload', 'rosemont', 'cicero', 'sent', 'away', 'welcom', 'oak', 'park', 'suburb', 'respond', 'differ', 'crisi']","That latest development reflects the varied response suburbs have taken to some 26,000 migrants arriving in Chicago in the past year and being sheltered at police stations and the airport.","['latest', 'develop', 'reflect', 'vari', 'respons', 'suburb', 'taken', 'migrant', 'arriv', 'chicago', 'past', 'year', 'shelter', 'polic', 'station', 'airport']",Robert McCoppin,"['robert', 'mccoppin']"
898,"Bears honor Leyden District 212 teacher as a ‘Classroom Legend’ for his academic wins: ‘At the end of the day, he gives his best effort’","['bear', 'honor', 'leyden', 'district', '212', 'teacher', 'classroom', 'legend', 'academ', 'win', 'end', 'day', 'give', 'best', 'effort']",Mitchell's wife nominated him for the award. George McCaskey and a former player made the presentation.,"['mitchel', 'wife', 'nomin', 'award', 'georg', 'mccaskey', 'former', 'player', 'made', 'present']",Pioneer Press staff,"['pioneer', 'press', 'staff']"
899,Elgin’s Lords Park Zoo down to just one bison with the unexpected weekend death of Becky,"['elgin', 'lord', 'park', 'zoo', 'one', 'bison', 'unexpect', 'weekend', 'death', 'becki']","With the death of Becky Sunday night, Elgin’s Lords Park Zoo is down to having just one bison left in its collection.","['death', 'becki', 'sunday', 'night', 'elgin', 'lord', 'park', 'zoo', 'one', 'bison', 'left', 'collect']",Mike Danahey,"['mike', 'danahey']"
900,Youth football teams from Dixmoor and Robbins fall short of championship wins in Florida playoffs,"['youth', 'footbal', 'team', 'dixmoor', 'robbin', 'fall', 'short', 'championship', 'win', 'florida', 'playoff']",The Dixmoor Vikings youth football team scored second place in national Pop Warner playoffs held in Florida.,"['dixmoor', 'vike', 'youth', 'footbal', 'team', 'score', 'second', 'place', 'nation', 'pop', 'warner', 'playoff', 'held', 'florida']",Mike Nolan,"['mike', 'nolan']"
901,Review: Updated ‘Dial M for Murder’ at Northlight Theatre will keep you guessing,"['review', 'updat', 'dial', 'murder', 'northlight', 'theatr', 'keep', 'guess']","Mysteries and thrillers like this one are having a sudden, surprising renaissance in Chicago theater.","['mysteri', 'thriller', 'like', 'one', 'sudden', 'surpris', 'renaiss', 'chicago', 'theater']",Chris Jones,"['chri', 'jone']"
902,Afternoon Briefing: FBI mole and former Ald. Daniel Solis spotted at courthouse,"['afternoon', 'brief', 'fbi', 'mole', 'former', 'ald', 'daniel', 'solo', 'spot', 'courthous']","Good afternoon, Chicago. Here's what is happening today.","['good', 'afternoon', 'chicago', 'happen', 'today']",Chicago Tribune staff,"['chicago', 'tribun', 'staff']"
903,Goldman Sachs hires Wells Fargo executive to lead transaction banking,"['goldman', 'sach', 'hire', 'well', 'fargo', 'execut', 'lead', 'transact', 'bank']","Goldman Sachs <a href=""https://www.reuters.com/markets/companies/GS.N"" target=""_blank"">(GS.N)</a> has hired former Wells Fargo executive Paul Camp as its new head of transaction banking, according to a memo seen by Reuters.","['goldman', 'sach', 'http', 'hire', 'former', 'well', 'fargo', 'execut', 'paul', 'camp', 'new', 'head', 'transact', 'bank', 'accord', 'memo', 'seen', 'reuter']",Saeed Azhar,"['saeed', 'azhar']"
904,Daniel DePetris: Will taking out Hamas leader Yehya Sinwar shorten the war?,"['daniel', 'depetri', 'take', 'hama', 'leader', 'yehya', 'sinwar', 'shorten', 'war']",Israel believes that killing Yehya Sinwar will shorten the war and make its quest to destroy Hamas easier.,"['israel', 'believ', 'kill', 'yehya', 'sinwar', 'shorten', 'war', 'make', 'quest', 'destroy', 'hama', 'easier']",Daniel DePetris,"['daniel', 'depetri']"
905,Alleged Highland Park parade shooter to represent himself at trial starting Feb. 26,"['alleg', 'highland', 'park', 'parad', 'shooter', 'repres', 'trial', 'start', '26']","In a surprise move at a Monday case management conference, Robert Crimo III's attorneys from the Lake County public defender’s office told Judge Victoria Rossetti that the defendant wished to act as his own attorney.","['surpris', 'move', 'monday', 'case', 'manag', 'confer', 'robert', 'crimo', 'iii', 'attorney', 'lake', 'counti', 'public', 'defend', 'offic', 'told', 'judg', 'victoria', 'rossetti', 'defend', 'wish', 'act', 'attorney']",Clifford Ward,"['clifford', 'ward']"
906,Off-duty Chicago police officer killed in Tinley Park crash identified,"['chicago', 'polic', 'offic', 'kill', 'tinley', 'park', 'crash', 'identifi']","An off-duty Chicago police officer, 34-year-old Timothy Siwula, died early Saturday following a two-vehicle crash in Tinley Park, according to authorities.","['chicago', 'polic', 'offic', 'timothi', 'siwula', 'die', 'earli', 'saturday', 'follow', 'crash', 'tinley', 'park', 'accord', 'author']",Mike Nolan,"['mike', 'nolan']"
907,"College basketball poll: Arizona keeps its hold on the top spot, while Northwestern makes its debut at No. 25","['colleg', 'basketbal', 'poll', 'arizona', 'keep', 'hold', 'top', 'spot', 'northwestern', 'make', 'debut', '25']","Arizona has solidified its place atop the AP Top 25 men’s college basketball poll, setting up ashowdown this weekend against Purdue, the former No. 1 team in the nation.","['arizona', 'solidifi', 'place', 'atop', 'ap', 'top', '25', 'men', 'colleg', 'basketbal', 'poll', 'set', 'ashowdown', 'weekend', 'purdu', 'former', '1', 'team', 'nation']",Dave Skretta,"['dave', 'skretta']"
908,"It’s Greek to South Elgin’s Demetrios Carrera. Spanish, too. And his effort speaks volumes. ‘Not scared of anyone.’","['greek', 'south', 'elgin', 'demetrio', 'carrera', 'spanish', 'effort', 'speak', 'volum', 'scare', 'anyon']",Demetrios Carrera’s effort has spoken volumes this season at 120 pounds. He went 5-0 Saturday with three falls at the Beat the Streets tourney.,"['demetrio', 'carrera', 'effort', 'spoken', 'volum', 'season', '120', 'pound', 'went', 'saturday', 'three', 'fall', 'beat', 'street', 'tourney']",Patrick McGavin,"['patrick', 'mcgavin']"
909,Tellurian names Daniel Belhumeur president as new chair takes charge,"['tellurian', 'name', 'daniel', 'belhumeur', 'presid', 'new', 'chair', 'take', 'charg']","Tellurian <a href=""https://www.reuters.com/markets/companies/TELL.A"" target=""_blank"">(TELL.A)</a> said on Monday it appointed a new president and general counsel, days after the U.S. liquefied natural gas (LNG) developer ousted co-founder Charif Souki as chai…","['tellurian', 'http', 'said', 'monday', 'appoint', 'new', 'presid', 'gener', 'counsel', 'day', 'liquefi', 'natur', 'ga', 'lng', 'develop', 'oust', 'charif', 'souki']",Reuters,['reuter']
910,Tony Granato taking leave of absence from Blackhawks work on NBC Sports Chicago after non-Hodgkin lymphoma diagnosis,"['toni', 'granato', 'take', 'leav', 'absenc', 'blackhawk', 'work', 'nbc', 'sport', 'chicago', 'lymphoma', 'diagnosi']",Former NHL player and coach Tony Granato said on social media that he has been diagnosed with non-Hodgkin lymphoma and is taking a leave of absence from TV work as a Blackhawks analyst for NBC Sports Chicago.,"['former', 'nhl', 'player', 'coach', 'toni', 'granato', 'said', 'social', 'medium', 'diagnos', 'lymphoma', 'take', 'leav', 'absenc', 'tv', 'work', 'blackhawk', 'analyst', 'nbc', 'sport', 'chicago']",Chicago Tribune,"['chicago', 'tribun']"
911,Exclusive: JPMorgan begins First Republic makeover as it opens more branches,"['exclus', 'jpmorgan', 'begin', 'first', 'republ', 'makeov', 'open', 'branch']","JPMorgan Chase <a href=""https://www.reuters.com/markets/companies/JPM.N"" target=""_blank"">(JPM.N)</a> is preparing to overhaul branches it acquired from failed First Republic Bank as the lender expands its formidable national footprint.","['jpmorgan', 'chase', 'http', 'prepar', 'overhaul', 'branch', 'acquir', 'fail', 'first', 'republ', 'bank', 'lender', 'expand', 'formid', 'nation', 'footprint']",Nupur Anand,"['nupur', 'anand']"
912,Police searching for Carpentersville woman headed to a holiday party in Vernon Hills a week ago,"['polic', 'search', 'carpentersvil', 'woman', 'head', 'holiday', 'parti', 'vernon', 'hill', 'week', 'ago']",Carpentersville police are working with law enforcement in Vernon Hills to locate a 17-year-old Carpentersville woman believed to have last been in the area of a Bowlero in Vernon Hills on Dec. 4.,"['carpentersvil', 'polic', 'work', 'law', 'enforc', 'vernon', 'hill', 'locat', 'carpentersvil', 'woman', 'believ', 'last', 'area', 'bowlero', 'vernon', 'hill', '4']",Courier-News Staff,['staff']
913,Zara pulls advert from website front page after Gaza boycott calls,"['zara', 'pull', 'advert', 'websit', 'front', 'page', 'gaza', 'boycott', 'call']",Zara pulled an advertising campaign featuring mannequins with missing limbs and statues wrapped in white from the front page of its website and app on Monday after it prompted calls by some pro-Palestine activists for a boycott of the fashion retailer.,"['zara', 'pull', 'advertis', 'campaign', 'featur', 'mannequin', 'miss', 'limb', 'statu', 'wrap', 'white', 'front', 'page', 'websit', 'app', 'monday', 'prompt', 'call', 'activist', 'boycott', 'fashion', 'retail']",Corina Pons,"['corina', 'pon']"
914,Lincoln-Way East’s Alex Lizak plays the guitar and loves science. But on the wrestling mat? ‘He’s all business.’,"['east', 'alex', 'lizak', 'play', 'guitar', 'love', 'scienc', 'wrestl', 'mat', 'busi']",Lincoln-Way East junior Alex Lizak posted four wins by fall and a decision at 157 pounds Saturday in going 5-0 at the Larry Gassen Tournament.,"['east', 'junior', 'alex', 'lizak', 'post', 'four', 'win', 'fall', 'decis', '157', 'pound', 'saturday', 'go', 'larri', 'gassen', 'tournament']",Patrick McGavin,"['patrick', 'mcgavin']"
915,First EV charging station funded by Biden's infrastructure law goes online,"['first', 'ev', 'charg', 'station', 'fund', 'biden', 'infrastructur', 'law', 'goe', 'onlin']","The first electric vehicle charging station funded by a $7.5 billion U.S. government program has begun operating in Ohio, the White House said Monday as the government ramps up charging to address a key concern of potential buyers.","['first', 'electr', 'vehicl', 'charg', 'station', 'fund', 'billion', 'govern', 'program', 'begun', 'oper', 'ohio', 'white', 'hous', 'said', 'monday', 'govern', 'ramp', 'charg', 'address', 'key', 'concern', 'potenti', 'buyer']",David Shepardson,"['david', 'shepardson']"
916,Wauconda High School teacher killed in head-on collision,"['wauconda', 'high', 'school', 'teacher', 'kill', 'collis']","Wauconda teacher Robert Gillen, 53, was driving early Sunday morning when his car was struck head-on by a motorist who was in the wrong lane and may have been driving drunk, according to Wheeling police.","['wauconda', 'teacher', 'robert', 'gillen', '53', 'drive', 'earli', 'sunday', 'morn', 'car', 'struck', 'motorist', 'wrong', 'lane', 'may', 'drive', 'drunk', 'accord', 'wheel', 'polic']",Clifford Ward,"['clifford', 'ward']"
917,"After moving to defense, Lincoln-Way West’s Justin Darlage leads Lewis to national semifinals. ‘You figure it out.’","['move', 'defens', 'west', 'justin', 'darlag', 'lead', 'lewi', 'nation', 'semifin', 'figur']","Led by Justin Darlage, Lewis took two-time defending champion Franklin Pierce to the brink before losing 3-2 in Matthews, North Carolina.","['led', 'justin', 'darlag', 'lewi', 'took', 'defend', 'champion', 'franklin', 'pierc', 'brink', 'lose', 'matthew', 'north', 'carolina']",Patrick McGavin,"['patrick', 'mcgavin']"
918,Patients on Eli Lilly's drug regain weight after stopping treatment - JAMA study,"['patient', 'eli', 'lilli', 'drug', 'regain', 'weight', 'stop', 'treatment', 'jama', 'studi']","Patients on Eli Lilly's <a href=""https://www.reuters.com/markets/companies/LLY.N"" target=""_blank"">(LLY.N)</a> weight-loss drug Zepbound substantially regained weight nearly a year after stopping treatment, according to full results of a study published on Mon…","['patient', 'eli', 'lilli', 'http', 'drug', 'zepbound', 'substanti', 'regain', 'weight', 'nearli', 'year', 'stop', 'treatment', 'accord', 'full', 'result', 'studi', 'publish']",Reuters,['reuter']
919,Large Oak Brook mansion once owned by baseball Hall of Famer Frank Thomas is getting a facelift under new owner,"['larg', 'oak', 'brook', 'mansion', 'own', 'basebal', 'hall', 'famer', 'frank', 'thoma', 'get', 'facelift', 'new', 'owner']","After Thomas sold the mansion in 2003, it had a succession of owners.","['thoma', 'sold', 'mansion', '2003', 'success', 'owner']",Bob Goldsborough,"['bob', 'goldsborough']"
